model_key,sample_size,outer_fold,projected,raw,delta_nRMSE,relative_change_percent,projection_improved
adaboost_regressor,7150,0,0.5596468284859508,0.5287911445009303,0.030855683985020477,5.8351362926362675,False
adaboost_regressor,7150,1,0.5499919688972157,0.5283832604988908,0.02160870839832485,4.089589889339465,False
adaboost_regressor,7150,2,0.6262907034242239,0.520975573248769,0.10531513017545491,20.214984268593778,False
adaboost_regressor,7150,3,0.5568748717595045,0.5287673782773991,0.028107493482105395,5.315663302390753,False
adaboost_regressor,7150,4,0.6174372991177152,0.5169202352474668,0.10051706387024839,19.44537222887542,False
adaboost_regressor,8100,0,0.5947945249775,0.5236518646469681,0.07114266033053185,13.58586976072248,False
adaboost_regressor,8100,1,0.5443335742378007,0.5235373100385134,0.020796264199287262,3.9722602000910703,False
adaboost_regressor,8100,2,0.6322410486298397,0.5301365973049542,0.10210445132488544,19.26002691456353,False
adaboost_regressor,8100,3,0.5547003834384806,0.5263038913111845,0.028396492127296113,5.395455476597701,False
adaboost_regressor,8100,4,0.609404080471474,0.5186207277386176,0.09078335273285643,17.504767526108367,False
adaboost_regressor,9050,0,0.598661560504015,0.523113257612048,0.07554830289196701,14.442054716188297,False
adaboost_regressor,9050,1,0.5399292363368711,0.5202675675616214,0.019661668775249663,3.779145578379898,False
adaboost_regressor,9050,2,0.6323755360847931,0.5332465539662208,0.09912898211857235,18.58970890318249,False
adaboost_regressor,9050,3,0.5592494558676004,0.5295258342026655,0.02972362166493492,5.613252412829171,False
adaboost_regressor,9050,4,0.6001622164835353,0.5196903174730894,0.08047189901044594,15.48458693664481,False
adaboost_regressor,10000,0,0.5899946415839928,0.5231874397774875,0.06680720180650535,12.769267135869807,False
adaboost_regressor,10000,1,0.5452636640395135,0.5254763823183238,0.01978728172118971,3.765589165756824,False
adaboost_regressor,10000,2,0.6166286630512544,0.5318932536831542,0.0847354093681002,15.930905079419675,False
adaboost_regressor,10000,3,0.5610557050929569,0.5241641163356936,0.03689158875726328,7.038175183597761,False
adaboost_regressor,10000,4,0.5929809793285081,0.52045297498317,0.07252800434533813,13.935553802470526,False
ann_deep_regressor,500,0,0.4902044957306394,0.5262411600231603,-0.03603666429252095,-6.84793722538445,True
ann_deep_regressor,500,1,0.47399981252631734,0.5105251618973489,-0.036525349371031524,-7.154466047331799,True
ann_deep_regressor,500,2,1.0714763053992455,0.5693668369476997,0.5021094684515458,88.18734001848232,False
