model_key,sample_size,prediction_type,folds,nRMSE_mean,nRMSE_sd,nMAE_mean,macro_R2_mean
pls_regressor,5250,projected,5,0.7519578679875785,0.04461130449210734,0.4442241993383382,0.40630365032239946
pls_regressor,6200,raw,5,0.7245688812020992,0.011599969636854474,0.5282302905347015,0.47616475626402555
pls_regressor,6200,projected,5,0.7639530504380652,0.06376020993280529,0.4425521337565529,0.38137025231086014
pls_regressor,7150,raw,5,0.7230807353342174,0.008113247866200024,0.5258658780238117,0.4781550021272379
pls_regressor,7150,projected,5,0.757967729994858,0.05787730895247804,0.4427097999526654,0.389346920860672
pls_regressor,8100,raw,5,0.7213506995716791,0.004843997942434012,0.5244932344801129,0.48029872879601154
pls_regressor,8100,projected,5,0.7761277800300957,0.03444227567910325,0.4421196523093117,0.38648686478023303
pls_regressor,9050,raw,5,0.720980745500859,0.003919481410314357,0.5224498015923459,0.480374018140804
pls_regressor,9050,projected,5,0.7513385839303646,0.025216020461366666,0.44167554135364806,0.4340608952448367
random_forest_regressor,10000,raw,5,0.718432489967141,0.0049221794325727646,0.49655629647819177,0.4842021353118822
random_forest_regressor,10000,projected,5,0.8131777688776914,0.019597896675301867,0.4667275228433052,0.3318811327192378
random_forest_regressor,1450,raw,5,0.7671830221536025,0.01866733721496646,0.543014845324717,0.4177952928253045
random_forest_regressor,1450,projected,5,0.8823302023684093,0.06628353812942282,0.5099740606843909,0.006438988817878089
random_forest_regressor,2400,raw,5,0.7574602234531602,0.032289389307275554,0.5322437487476549,0.4330537677334226
random_forest_regressor,2400,projected,5,0.8651545452826352,0.08894521587179777,0.503041275274503,0.14425007193341605
random_forest_regressor,3350,raw,5,0.7455601512064376,0.02596112523739502,0.5233199239515837,0.4480139665851032
random_forest_regressor,3350,projected,5,0.8700440353133836,0.046810096160573515,0.49495400615086205,0.14804566015484663
random_forest_regressor,4300,raw,5,0.7396877985476238,0.014546275827521276,0.517747003726142,0.45413471489728396
random_forest_regressor,4300,projected,5,0.8409425411046462,0.03603499260469174,0.48750706449227027,0.23915163644091364
random_forest_regressor,500,raw,5,0.8154189131636322,0.043934941433567784,0.5825770177125674,0.3455147993291253
random_forest_regressor,500,projected,5,0.9764242698091958,0.2050006778287594,0.5503331467731762,0.03760598329635649
random_forest_regressor,5250,raw,5,0.7365247160041482,0.012059925189006193,0.5137744557433088,0.45854086130548943
random_forest_regressor,5250,projected,5,0.8364473804618321,0.05277431429959309,0.48427122277847523,0.25653726258790294
random_forest_regressor,6200,raw,5,0.7326120242842803,0.014478295148751891,0.5088760439631586,0.4647094812853143
random_forest_regressor,6200,projected,5,0.8483017488398037,0.02973992206567959,0.4802224913332059,0.23550677442324847
random_forest_regressor,7150,raw,5,0.7278220463546086,0.01071073537475198,0.5049712108338787,0.47133379849650714
random_forest_regressor,7150,projected,5,0.83977040655311,0.03579308080960022,0.4758735171024055,0.25066746836929354
random_forest_regressor,8100,raw,5,0.7236184864141653,0.0071978960344669845,0.5019567448139757,0.47697077685908945
random_forest_regressor,8100,projected,5,0.8326761584243748,0.03733826562334664,0.4731280451668286,0.29050436804206103
random_forest_regressor,9050,raw,5,0.7208035969557,0.00338931780755249,0.4991611192422335,0.48066496603336156
random_forest_regressor,9050,projected,5,0.8225050806249478,0.027609859264709047,0.46969306265638255,0.31793835197244974
svr_regressor,10000,raw,5,0.36426145463307325,0.011370497382858493,0.19806585760400913,0.8676171747524986
svr_regressor,10000,projected,5,0.3560719660436198,0.011225061080617462,0.1825827190518194,0.8735323054675053
svr_regressor,1450,raw,5,0.4527345812745554,0.041365915370461186,0.27818679662689627,0.8000031451661721
svr_regressor,1450,projected,5,0.46477736494939464,0.051891885321605886,0.2504661769139434,0.7380803249481391
svr_regressor,2400,raw,5,0.4346983435436549,0.05140836679123356,0.2601681060258832,0.8175418864890684
svr_regressor,2400,projected,5,0.445526889197268,0.05846631714122933,0.23527215836813223,0.7890201943803646
svr_regressor,3350,raw,5,0.4146148620923227,0.04023597756572038,0.24694358576766967,0.831909338123775
svr_regressor,3350,projected,5,0.4406841505050134,0.05701713318281991,0.22476124389334134,0.7954048983248219
svr_regressor,4300,raw,5,0.4027395948880029,0.020228844665970854,0.23497328140381585,0.8395273025827539
svr_regressor,4300,projected,5,0.4092043510287525,0.026125015098307475,0.21387238975523776,0.819269069573334
svr_regressor,500,raw,5,0.5110344011435466,0.03135638494629518,0.3233225285708805,0.745322547770434
svr_regressor,500,projected,5,0.49814842814385274,0.03125912641299305,0.29068884797473954,0.7593351599807686
svr_regressor,5250,raw,5,0.3924418896579951,0.018049195376065252,0.2262612805908631,0.8474583048373343
svr_regressor,5250,projected,5,0.38272838310594237,0.018719286577471635,0.20611184118639497,0.8549845528913401
svr_regressor,6200,raw,5,0.38518746114687064,0.01992386922404423,0.21772980798550368,0.8535684254711686
svr_regressor,6200,projected,5,0.37731765744725126,0.021269282045577896,0.19903614760704516,0.8592696200925717
svr_regressor,7150,raw,5,0.3772051023240599,0.015867425799035047,0.21158500848344106,0.8592340756721434
svr_regressor,7150,projected,5,0.3680448372828409,0.01686753673550255,0.19385950347193942,0.8660580191893124
svr_regressor,8100,raw,5,0.3708831271357321,0.012433741178329858,0.20581412734055754,0.8633538752771672
svr_regressor,8100,projected,5,0.3620082033786567,0.013193015418428907,0.18894420607478493,0.8698604745084675
svr_regressor,9050,raw,5,0.3678182829516384,0.008344595386600151,0.20171030296721693,0.8649904446503991
svr_regressor,9050,projected,5,0.36087685693369254,0.008621215170160621,0.18575526522236924,0.8698836219472227
xgboost_regressor,10000,raw,5,0.25401155882932547,0.0056850487077172805,0.12440242627626312,0.9351481852105079
xgboost_regressor,10000,projected,5,0.2545850895068832,0.0059655775035135595,0.12504692375972545,0.9348772614710746
xgboost_regressor,1450,raw,5,0.35658567822157894,0.029970421369537,0.18369674207669257,0.8701750572022163
xgboost_regressor,1450,projected,5,0.38564664643346314,0.06159934047257735,0.18582499590850676,0.7941098744778918
xgboost_regressor,2400,raw,5,0.338198505811471,0.02572649034559788,0.16824849019274862,0.8825902021666738
xgboost_regressor,2400,projected,5,0.3559519029867376,0.04078960236230147,0.17048963534020783,0.8581633783416578
xgboost_regressor,3350,raw,5,0.31471416904729066,0.023160802995540634,0.15616327435066482,0.8999176481385145
xgboost_regressor,3350,projected,5,0.3319078582423688,0.0375808653848609,0.1578434948510894,0.8783820306625861
